,0
0,0.0420476465736125
1,0.039215626214276864
2,-0.04391065190187662
3,-0.005104228378906817
4,-0.05426440763606934
5,-0.017935407255612833
6,-0.07065328112442805
7,0.004544146793692635
8,0.025441241579699014
9,-0.027883203327694322
10,-0.0047689424141912976
11,0.022608936560761975
12,0.033701995162427445
13,-0.0526196596897607
14,-0.08400711655412525
15,-0.02073766181253054
16,-0.1300536197056025
17,0.037815133212816744
18,0.01701520794371268
19,0.04295951106616397
20,0.11139927894893915
21,-0.04370801502957595
22,0.03885093157283766
23,-0.08259000217072575
24,-0.01841746653855643
25,-0.020753293448613493
26,-0.03327203399278199
27,-0.029527670382209926
28,-0.0365452263953676
29,0.0037406509908083107
30,-0.01852359389709819
31,-0.05994029264555026
32,-0.028925307813117022
33,-0.019448093964319048
34,0.008889702723480507
35,-0.009284120974679051
36,0.011403241167643095
37,0.021423755486995655
38,0.03737982308276068
39,-0.004584558334649893
40,0.015854552531426345
41,0.0
42,-0.00879899147119995
43,-0.0066254952707057125
44,0.10828284144343721
45,-0.007185252244593711
46,-0.023983062022354402
47,0.039215626214276864
48,-0.04391065190187662
49,0.036967097389463896
50,-0.061815258466179135
51,0.014190045775417158
52,-0.005735617737067437
53,-0.007702951759181046
54,0.015522710636125026
55,0.004387614170758985
56,0.019243337333981446
57,-0.0030990837772861407
58,-0.020558922311867834
59,-0.010962471274008397
60,-0.021385568015942373
61,0.0106775215075853
62,-0.013604689499121468
63,0.035435471384859474
64,0.00680499127801479
65,-0.015593915183054575
66,-0.06911561261757793
67,0.019572813870014593
68,-0.036566935901801274
69,0.06946021672700971
70,0.014424385196209154
71,-0.031234909395064722
72,0.02037572723044479
73,-0.046688579428109146
74,-0.0034757404237098456
75,-0.032436632452409374
76,-0.01975782040532815
77,0.018207372554426112
78,-0.023171880858346042
79,-0.019448093964319048
80,-0.03693318523560689
81,0.026429362272566367
82,0.014741925081463146
83,0.05724122995987889
84,-0.004411462923956481
85,0.014799396443245658
86,0.014799396443245658
87,-0.00879899147119995
88,0.01126293369148622
89,-0.06356517999631263
90,0.008904410983261559
91,-0.018275841772437608
92,-0.06141917150149181
93,-0.00936952678390873
94,0.036967097389463896
95,-0.061815258466179135
96,0.014190045775417158
97,-0.005735617737067437
98,0.004544146793692635
99,0.01563237131214335
100,-0.06692072963421326
101,-0.029030479217673186
102,0.04169144779632357
103,-0.020558922311867834
104,-0.01005683787392681
105,0.0106775215075853
106,0.06176767088676848
107,-0.014946753006644808
108,-0.021847330342277194
109,0.014914134256091494
110,-0.013767331554362147
111,0.0013594323909473882
112,0.11139927894893915
113,-0.00557074781775796
114,-0.006979931016442359
115,0.014424385196209154
116,-0.031234909395064722
117,0.02037572723044479
118,-0.028548407405751416
119,-0.00965294442623364
120,-0.020408815660310806
121,0.0339702578571091
122,0.03401739427505009
123,-0.06237655678869787
124,-0.016180147247293247
125,-0.019448093964319048
126,0.02218298081057981
127,-0.4356443182404287
128,0.024888887424128144
129,-0.01666248820054944
130,0.014799396443245658
131,0.021097129613516816
132,-0.022715858196135513
133,-0.1729773957812112
134,0.008904410983261559
135,0.006984264940366622
136,0.039215626214276864
137,0.03770168758436112
138,-0.00936952678390873
139,-0.0019696733309043602
140,0.027819343080972107
141,0.014190045775417158
142,-0.02267758032795539
143,0.004544146793692635
144,0.024499024371936927
145,0.0242537769675897
146,0.019243337333981446
147,0.051936141165078116
148,-0.029109119803066883
149,0.04957665960235572
150,0.028381496796040757
151,-0.02073766181253054
152,0.007619344502619455
153,0.037815133212816744
154,0.016607859259787913
155,0.04295951106616397
156,0.04295951106616397
157,-0.02654813657477225
158,0.049964323916498174
159,-0.04980055434990951
160,-0.017756819893519748
161,0.00871278110003233
162,-0.09261984198551479
163,0.02231966397176933
164,-0.020408815660310806
165,-0.04570002257886781
166,-0.016922394534603476
167,-0.04823800626530801
168,-0.016180147247293247
169,-0.019448093964319048
170,0.02218298081057981
171,0.021423755486995655
172,0.005388545843350793
173,0.008633540138688469
174,-0.02712609939106597
175,0.021463407299065963
176,-0.022715858196135513
177,-0.1729773957812112
178,0.03761686775196992
179,-0.035251877166678595
180,-0.022808365134872916
181,-0.051149229935304366
182,-0.06323383560635425
183,-0.06388327469832943
184,-0.0171663052797033
185,0.0047690217263417255
186,0.02911544917384359
187,0.04949474459343365
188,-0.04127657202873745
189,-0.08019985517069636
190,-0.01971138923465825
191,-0.00757773947075628
192,-0.004368293146121681
193,0.005183176525956309
194,0.07794018623862746
195,0.004969220539441566
196,-0.05273993974738023
197,-0.052585595745005834
198,0.06952573398075608
199,0.0
200,0.025427957471139843
201,-0.05155072750298355
202,0.14401588082037703
203,0.05464144515163504
204,0.020920722319292557
205,-0.04497530338941462
206,-0.04268635734600851
207,-0.04241481750055541
208,-0.036508684448896205
209,-0.028315553360838963
210,-0.08566292428165119
211,0.07691587988418717
212,0.03589542401752581
213,-0.0023406806074755156
214,0.012992222782904893
215,-0.042739782073600296
216,-0.02429333360375001
217,-0.00103399467936636
218,0.06401873740386158
219,-0.311217849747204
220,-0.04132895185083939
221,0.041510784353808124
222,-0.029467202624934033
223,-0.02537740300645749
224,-0.031050143213588365
225,-0.0048166285768303264
226,0.05677127137375808
227,-0.017349117819597696
228,-0.06267748246483272
229,0.013060342715656426
230,-0.029656921037873495
231,0.25204707057539655
232,-0.007679050332598123
233,-0.00757773947075628
234,0.036555844968520455
235,0.0005442333370539922
236,-0.05277679705173257
237,0.046309961474359417
238,-0.05273993974738023
239,0.0
240,-0.07151070810432558
241,0.0
242,0.02863909552072521
243,-0.02770290175082677
244,0.08213555772274625
245,-0.05149743326637618
246,-0.05149743326637618
247,-0.05547395665831629
248,-0.15943187045094212
249,-0.04268635734600851
250,-0.04670790157131642
251,-0.036508684448896205
252,0.052544844897291304
253,0.06840646229280775
254,0.07691587988418717
255,-0.0461904776690488
256,-0.023648356576135787
257,0.10379899758362943
258,-0.01881385008970779
259,0.05393187252440102
260,-0.02429333360375001
261,-0.02857731527254967
262,-0.01401837792748621
263,-0.032494804900076106
264,-0.005335162923829077
265,0.0431349086040047
266,0.06321128826708576
267,-0.02537740300645749
268,-0.031050143213588365
269,-0.0048166285768303264
270,0.05677127137375808
271,-0.017349117819597696
272,0.02911544917384359
273,-0.019418272637889884
274,-0.05196843066110926
275,0.25204707057539655
276,-0.007679050332598123
277,-0.00757773947075628
278,0.087166285026836
279,0.005183176525956309
280,-0.0286657669765977
281,0.046309961474359417
282,-0.05273993974738023
283,-0.034295874573135696
284,0.06952573398075608
285,0.06952573398075608
286,0.025427957471139843
287,-0.031213373512020668
288,0.08213555772274625
289,-0.047469887142779076
290,0.04590270427465027
291,0.07486835837520411
292,0.036248476826331824
293,-0.04268635734600851
294,-0.04670790157131642
295,-0.02501483588132984
296,0.052544844897291304
297,0.06840646229280775
298,0.07691587988418717
299,-0.0461904776690488
300,-0.023648356576135787
301,0.09148981506464388
302,-0.0246976218707891
303,0.05393187252440102
304,-0.02429333360375001
305,0.031048900232390403
306,-0.01401837792748621
307,0.021877690427773776
308,-0.005335162923829077
